Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general, 
CHACO,Almirante Brown,Taco Pozo,22007050,- 0,- 0,- 0,332,- 0,3,- 0,- 0,335,
CHACO,Bermejo,General Vedia,22014010,154,- 0,- 0,30,- 0,1,- 0,205,390,
CHACO,Bermejo,Isla del Cerrito,22014020,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHACO,Bermejo,La Leonesa,22014030,571,- 0,- 0,- 0,- 0,- 0,- 0,228,799,
CHACO,Bermejo,Las Palmas,22014040,- 0,- 0,- 0,46,- 0,1,- 0,306,353,
CHACO,Bermejo,Puerto Bermejo Nuevo,22014050,- 0,- 0,- 0,14,- 0,- 0,- 0,51,65,
CHACO,Bermejo,Puerto Eva Perón,22014070,- 0,- 0,- 0,15,- 0,1,- 0,41,57,
CHACO,Chacabuco,Charata,22028010,1.979,- 0,- 0,1.186,- 0,2,- 0,230,3.397,
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010,4.456,94,- 0,5.074,24,2,- 0,116,9.766,
CHACO,Fray Justo Santa María De Oro,Chorotis,22043010,- 0,- 0,- 0,- 0,25,- 0,- 0,- 0,25,
CHACO,Fray Justo Santa María De Oro,OTROS,Sin Datos,- 0,- 0,- 0,- 0,60,- 0,- 0,- 0,60,
CHACO,Fray Justo Santa María De Oro,Santa Sylvina,22043020,- 0,32,- 0,- 0,950,1,- 0,- 0,983,
CHACO,General Belgrano,Corzuela,22049010,166,- 0,- 0,48,- 0,1,- 0,28,243,
CHACO,General Donovan,La Escondida,22056010,51,209,- 0,189,- 0,2,- 0,- 0,451,
CHACO,General Donovan,La Verde,22056020,17,27,- 0,39,305,2,- 0,- 0,390,
CHACO,General Donovan,Lapachito,22056030,1,27,- 0,61,- 0,- 0,- 0,- 0,89,
CHACO,General Donovan,Makallé,22056040,40,370,- 0,- 0,- 0,1,- 0,- 0,411,
CHACO,General Güemes,El Espinillo,22063010,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHACO,General Güemes,El Sauzal,22063020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,62,62,
CHACO,General Güemes,El Sauzalito,22063030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHACO,General Güemes,Fortín Lavalle,22063040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,36,36,
CHACO,General Güemes,Fuerte Esperanza,22063050,- 0,- 0,- 0,8,- 0,- 0,- 0,- 0,8,
CHACO,General Güemes,Juan José Castelli,22063060,637,- 0,- 0,294,- 0,- 0,- 0,690,1.621,
CHACO,General Güemes,Miraflores,22063070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,630,630,
CHACO,General Güemes,Nueva Pompeya,22063080,- 0,- 0,- 0,1,- 0,3,- 0,308,312,
CHACO,General Güemes,Villa Río Bermejito,22063100,4,- 0,- 0,194,- 0,2,- 0,222,422,
CHACO,General Güemes,Wichi,22063110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,91,91,
CHACO,Independencia,Avia Terai,22070010,92,- 0,- 0,42,- 0,1,- 0,- 0,135,
CHACO,Independencia,Campo Largo,22070020,128,- 0,- 0,482,3,- 0,- 0,- 0,613,
CHACO,Libertad,Laguna Blanca,22077030,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
CHACO,Libertad,Puerto Tirol,22077040,560,1,- 0,114,- 0,- 0,- 0,163,838,
CHACO,Libertador General San Martín,Ciervo Petiso,22084010,- 0,- 0,- 0,- 0,- 0,1,- 0,97,98,
CHACO,Libertador General San Martín,General José de San Martín,22084020,552,1.130,- 0,5.083,- 0,- 0,- 0,450,7.215,
CHACO,Libertador General San Martín,La Eduvigis,22084030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHACO,Libertador General San Martín,Laguna Limpia,22084040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,32,32,
CHACO,Libertador General San Martín,Pampa Almirón,22084050,- 0,- 0,- 0,26,- 0,- 0,- 0,55,81,
CHACO,Libertador General San Martín,Pampa del Indio,22084060,- 0,- 0,- 0,25,- 0,2,- 0,757,784,
CHACO,Libertador General San Martín,Presidencia Roca,22084070,- 0,- 0,- 0,13,- 0,2,- 0,196,211,
CHACO,Maipú,Tres Isletas,22091010,471,- 0,- 0,- 0,- 0,- 0,- 0,77,548,
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,22098010,122,73,- 0,264,- 0,1,- 0,516,976,
CHACO,Mayor Luis J. Fontana,Enrique Urién,22098020,- 0,- 0,- 0,37,- 0,1,- 0,- 0,38,
CHACO,Mayor Luis J. Fontana,Villa Angela,22098030,2.868,1,- 0,852,- 0,- 0,- 0,406,4.127,
CHACO,O Higgins,La Clotilde,22112010,- 0,32,- 0,78,116,1,- 0,- 0,227,
CHACO,O Higgins,La Tigra,22112020,1,- 0,- 0,- 0,252,1,- 0,- 0,254,
CHACO,O Higgins,San Bernardo,22112030,147,- 0,- 0,14,38,3,- 0,- 0,202,
CHACO,OTROS,OTROS,Sin Datos,- 0,- 0,- 0,- 0,24,- 0,- 0,- 0,24,
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,22119010,225,327,- 0,58,- 0,- 0,- 0,- 0,610,
CHACO,Quitilipi,Quitilipi,22133010,954,- 0,- 0,69,- 0,- 0,- 0,123,1.146,
CHACO,Quitilipi,Villa El Palmar,22133020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,43,43,
CHACO,San Fernando,Barranqueras,22140010,115,3.807,- 0,146,- 0,- 0,- 0,15,4.083,
CHACO,San Fernando,Basail,22140020,96,67,- 0,- 0,- 0,1,- 0,57,221,
CHACO,San Fernando,Fontana,22140040,- 0,- 0,- 0,110,- 0,- 0,- 0,70,180,
CHACO,San Fernando,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,3,- 0,- 0,3,
CHACO,San Fernando,Puerto Vilelas,22140050,- 0,- 0,- 0,9,- 0,1,- 0,- 0,10,
CHACO,San Fernando,Resistencia,22140060,12.646,54.748,5,23.746,2,6,- 0,223,91.376,
CHACO,San Lorenzo,Samuhú,22147010,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHACO,San Lorenzo,Villa Berthet,22147020,- 0,- 0,- 0,32,- 0,1,- 0,755,788,
CHACO,Sargento Cabral,Capitán Solari,22154010,- 0,- 0,- 0,81,- 0,- 0,- 0,- 0,81,
CHACO,Sargento Cabral,Colonia Elisa,22154020,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
CHACO,Sargento Cabral,Colonias Unidas,22154030,- 0,- 0,- 0,250,- 0,- 0,- 0,15,265,
CHACO,Sargento Cabral,Las Garcitas,22154050,- 0,- 0,- 0,- 0,- 0,1,- 0,119,120,
CHACO,Tapenagá,Charadai,22161010,- 0,- 0,- 0,27,- 0,1,- 0,- 0,28,
CHUBUT,Biedma,Arroyo Verde,26007010,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
CHUBUT,Biedma,Puerto Madryn,26007020,3.648,24.130,200,3.781,5.283,9,- 0,2.762,39.813,
CHUBUT,Biedma,Puerto Pirámide,26007030,- 0,- 0,- 0,- 0,- 0,1,- 0,37,38,
CHUBUT,Biedma,Quinta El Mirador,26007040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,22,22,
CHUBUT,Biedma,Reserva Area Protegida El Doradillo,26007050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,127,127,
CHUBUT,Cushamen,Cholila,26014020,- 0,- 0,1,- 0,- 0,1,- 0,- 0,2,
CHUBUT,Cushamen,El Hoyo,26014040,216,- 0,- 0,319,- 0,- 0,- 0,709,1.244,
CHUBUT,Cushamen,Epuyén,26014060,1.184,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.184,
CHUBUT,Cushamen,Gualjaina,26014070,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
CHUBUT,Cushamen,Lago Puelo,26014090,315,- 0,- 0,59,- 0,- 0,- 0,723,1.097,
CHUBUT,Cushamen,Leleque,26014100,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
CHUBUT,Cushamen,El Maitén,26014050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
CHUBUT,Escalante,Comodoro Rivadavia,26021030,19.602,11.061,248,1.739,336,37,- 0,16.749,49.772,
CHUBUT,Escalante,Diadema Argentina,26021040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,311,311,
CHUBUT,Escalante,Rada Tilly,26021050,1.143,1,34,1.206,54,- 0,- 0,443,2.881,
CHUBUT,Escalante,Acceso Norte,26021020,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Escalante,Barrio Caleta Cordova,26021020,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Florentino Ameghino,Camarones,26028010,- 0,- 0,- 0,- 0,- 0,1,- 0,208,209,
CHUBUT,Florentino Ameghino,Garayalde,26028020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3,
CHUBUT,Futaleufú,Corcovado,26035020,- 0,- 0,1,- 0,- 0,5,- 0,- 0,6,
CHUBUT,Futaleufú,Esquel,26035030,7.142,1.522,40,- 0,- 0,2,- 0,4.527,13.233,
CHUBUT,Futaleufú,Los Cipreses,26035050,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Futaleufú,Trevelín,26035060,472,- 0,19,- 0,18,1,- 0,562,1.072,
CHUBUT,Futaleufú,Villa Futalaufquen,26035070,- 0,- 0,- 0,- 0,- 0,3,- 0,- 0,3,
CHUBUT,Futaleufú,Aldea Escolar,26035010,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Futaleufú,Lago Rosario,26035040,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
CHUBUT,Gaiman,28 de Julio,26042040,- 0,- 0,- 0,12,1,1,- 0,- 0,14,
CHUBUT,Gaiman,Dolavon,26042020,- 0,- 0,3,55,50,1,- 0,- 0,109,
CHUBUT,Gaiman,Gaiman,26042030,223,- 0,15,90,658,2,- 0,- 0,988,
CHUBUT,Gaiman,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,14,- 0,- 0,14,
CHUBUT,Gastre,Blancuntre,26049010,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Gastre,El Escorial,26049020,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Gastre,Lagunita Salada,26049040,- 0,- 0,- 0,- 0,- 0,1,- 0,7,8,
CHUBUT,Gastre,Yala Laubat,26049050,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Gastre,Gastre,26049030,- 0,- 0,- 0,- 0,- 0,1,- 0,103,104,
CHUBUT,Languiñeo,Aldea Epulef,26056010,- 0,- 0,- 0,- 0,- 0,1,- 0,5,6,
CHUBUT,Languiñeo,Carrenleufú,26056020,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Languiñeo,Colan Conhue,26056030,- 0,- 0,- 0,- 0,- 0,1,- 0,4,5,
CHUBUT,Languiñeo,Paso del Sapo,26056040,- 0,- 0,- 0,- 0,- 0,2,- 0,30,32,
CHUBUT,Languiñeo,Tecka,26056050,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Mártires,El Mirasol,26063010,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Mártires,Las Plumas,26063020,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Paso de Indios,Cerro Cóndor,26070010,- 0,1,- 0,- 0,- 0,1,- 0,- 0,2,
CHUBUT,Paso de Indios,Los Altares,26070020,- 0,- 0,- 0,- 0,- 0,1,- 0,1,2,
CHUBUT,Paso de Indios,Paso de Indios,26070030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Rawson,Playa Unión,26077020,675,209,12,101,1,- 0,- 0,421,1.419,
CHUBUT,Rawson,Rawson,26077030,1.747,8.805,41,774,300,1,- 0,343,12.011,
CHUBUT,Rawson,Trelew,26077040,6.877,21.796,287,722,1.094,3,- 0,1.130,31.909,
CHUBUT,Rawson,Playa Magagna,26077010,- 0,1.700,- 0,- 0,- 0,- 0,- 0,3,1.703,
CHUBUT,Río Senguer,Aldea Apeleg,26084010,- 0,- 0,- 0,- 0,- 0,1,- 0,1,2,
CHUBUT,Río Senguer,Aldea Beleiro,26084020,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
CHUBUT,Río Senguer,Alto Río Senguer,26084030,- 0,- 0,1,- 0,- 0,2,- 0,1,4,
CHUBUT,Río Senguer,Doctor Ricardo Rojas,26084040,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Río Senguer,Facundo,26084050,- 0,- 0,- 0,- 0,- 0,1,- 0,41,42,
CHUBUT,Río Senguer,Lago Blanco,26084060,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Río Senguer,Río Mayo,26084070,- 0,- 0,- 0,4,- 0,2,- 0,180,186,
CHUBUT,Sarmiento,Buen Pasto,26091010,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Sarmiento,SARMIENTO,26091020,2.133,1,- 0,712,- 0,1,- 0,277,3.124,
CHUBUT,Tehuelches,Gobernador Costa,26098020,- 0,- 0,1,- 0,- 0,- 0,- 0,- 0,1,
CHUBUT,Tehuelches,José de San Martín,26098030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Tehuelches,Río Pico,26098040,- 0,- 0,1,- 0,- 0,2,- 0,- 0,3,
CHUBUT,Telsen,Gan Gan,26105010,- 0,- 0,- 0,- 0,1,1,- 0,11,13,
CHUBUT,Telsen,Telsen,26105020,- 0,16,- 0,- 0,- 0,2,- 0,42,60,
CORDOBA,Calamuchita,Amboy,14007010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,19,19,
CORDOBA,Calamuchita,Cañada del Sauce,14007030,1,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,
CORDOBA,Calamuchita,Capilla Vieja,14007040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5,
CORDOBA,Calamuchita,El Corcovado - El Torreón,14007050,52,- 0,- 0,- 0,- 0,- 0,- 0,30,82,
CORDOBA,Calamuchita,Embalse,14007060,- 0,- 0,- 0,1.467,- 0,1,- 0,1.877,3.345,
CORDOBA,Calamuchita,La Cruz,14007070,14,- 0,- 0,- 0,- 0,- 0,- 0,362,376,
CORDOBA,Calamuchita,La Cumbrecita,14007080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,250,250,
CORDOBA,Calamuchita,Las Bajadas,14007090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,16,16,
CORDOBA,Calamuchita,Los Cóndores,14007110,423,- 0,- 0,- 0,- 0,1,- 0,507,931,
CORDOBA,Calamuchita,Los Molinos,14007120,- 0,- 0,- 0,- 0,- 0,- 0,- 0,42,42,
CORDOBA,Calamuchita,Los Reartes,14007130,31,- 0,- 0,342,- 0,1,- 0,375,749,
CORDOBA,Calamuchita,Parque Calmayo,14007160,- 0,- 0,- 0,- 0,- 0,- 0,- 0,36,36,
CORDOBA,Calamuchita,San Agustín,14007180,110,- 0,- 0,- 0,- 0,- 0,- 0,1,111,
CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),14007190,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11,
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,1.357,815,- 0,119,- 0,- 0,- 0,3.096,5.387,
CORDOBA,Calamuchita,Villa Alpina,14007240,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2,
CORDOBA,Calamuchita,Villa Amancay,14007250,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39,
CORDOBA,Calamuchita,Villa Berna,14007260,32,- 0,- 0,- 0,- 0,- 0,- 0,6,38,
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),14007270,- 0,- 0,- 0,- 0,- 0,- 0,- 0,219,219,
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (3a. Sección),14007170,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
CORDOBA,Calamuchita,Villa del Dique,14007290,555,- 0,- 0,256,128,- 0,- 0,866,1.805,
CORDOBA,Calamuchita,Villa General Belgrano,14007310,- 0,31,- 0,- 0,- 0,1,- 0,1.129,1.161,
CORDOBA,Calamuchita,Villa Quillinzo,14007330,- 0,- 0,- 0,- 0,- 0,- 0,- 0,84,84,
CORDOBA,Calamuchita,Villa Rumipal,14007340,- 0,- 0,- 0,43,- 0,- 0,- 0,937,980,
CORDOBA,Calamuchita,Villa San Miguel,14007170,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5,
CORDOBA,Calamuchita,Villa Yacanto,14007360,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7,
CORDOBA,Calamuchita,Las Caleras,14007100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7,
CORDOBA,Calamuchita,San Ignacio (Loteo Vélez Crespo),14007170,- 0,- 0,- 0,- 0,- 0,- 0,- 0,9,9,
CORDOBA,Calamuchita,Segunda Usina,14007220,- 0,- 0,- 0,- 0,- 0,- 0,- 0,61,61,
CORDOBA,Calamuchita,Río de los Sauces,14007170,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,14007170,- 0,400,- 0,- 0,- 0,- 0,- 0,- 0,400,
CORDOBA,Capital,Córdoba,14014010,67.252,225.639,44,188.584,1.218,11,- 0,4.280,487.028,
CORDOBA,Capital,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,695,695,
CORDOBA,Colón,Agua de Oro,14021010,370,- 0,- 0,65,- 0,- 0,- 0,65,500,
CORDOBA,Colón,Ascochinga,14021020,121,- 0,- 0,1,- 0,- 0,- 0,- 0,122,
CORDOBA,Colón,Colonia Caroya,14021050,1.313,475,- 0,5.846,- 0,- 0,- 0,30,7.664,
CORDOBA,Colón,El Manzano,14021110,125,- 0,- 0,- 0,- 0,- 0,- 0,20,145,
CORDOBA,Colón,General Paz,14021130,168,- 0,- 0,- 0,- 0,- 0,- 0,- 0,168,
CORDOBA,Colón,Jesús María,14021140,1.295,3.803,- 0,6.288,- 0,- 0,- 0,14,11.400,
CORDOBA,Colón,La Calera,14021150,1.291,6.314,- 0,1.306,316,1,- 0,496,9.724,
CORDOBA,Colón,La Granja,14021160,441,- 0,- 0,1,- 0,- 0,- 0,26,468,
CORDOBA,Colón,Los Molles,14021180,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
CORDOBA,Colón,Malvinas Argentinas,14021190,1.151,- 0,- 0,295,- 0,- 0,- 0,248,1.694,
CORDOBA,Colón,Mendiolaza,14021200,856,2.356,- 0,827,2,- 0,- 0,195,4.236,
CORDOBA,Colón,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,287,287,
CORDOBA,Colón,Pajas Blancas,14021220,- 0,- 0,- 0,- 0,- 0,- 0,- 0,19,19,
CORDOBA,Colón,Río Ceballos,14021230,1.095,5.407,- 0,5,1,2,- 0,444,6.954,
CORDOBA,Colón,Saldán,14021240,79,3.593,- 0,70,- 0,- 0,- 0,270,4.012,
CORDOBA,Colón,Salsipuedes,14021250,891,454,- 0,10,- 0,- 0,- 0,387,1.742,
CORDOBA,Colón,Unquillo,14021280,2.251,849,- 0,895,- 0,- 0,- 0,603,4.598,
CORDOBA,Colón,Villa Allende,14021290,1,6.127,- 0,1.824,4,- 0,- 0,345,8.301,
CORDOBA,Colón,Villa Cerro Azul,14021300,75,- 0,- 0,- 0,- 0,- 0,- 0,20,95,
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,414,- 0,- 0,- 0,- 0,1,- 0,- 0,415,
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,501,- 0,- 0,499,- 0,- 0,- 0,373,1.373,
CORDOBA,Colón,Dumesnil,14021270,- 0,- 0,- 0,30,- 0,- 0,- 0,- 0,30,
CORDOBA,Colón,Mi Granja,14021210,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
CORDOBA,Cruz del Eje,Alto de los Quebrachos,14028010,- 0,- 0,- 0,- 0,6,- 0,- 0,1,7,
CORDOBA,Cruz del Eje,Bañado de Soto,14028020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
CORDOBA,Cruz del Eje,Canteras Quilpo,14028030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2,
CORDOBA,Cruz del Eje,Cruz de Caña,14028040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2,
CORDOBA,Cruz del Eje,Cruz del Eje,14028050,1.977,1.733,- 0,1.934,- 0,- 0,- 0,575,6.219,
CORDOBA,Cruz del Eje,El Brete,14028060,- 0,- 0,- 0,1,- 0,- 0,- 0,65,66,
CORDOBA,Cruz del Eje,Guanaco Muerto,14028080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,17,17,
CORDOBA,Cruz del Eje,La Banda,14028090,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CORDOBA,Cruz del Eje,La Batea,14028100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
CORDOBA,Cruz del Eje,La Higuera,14028110,18,- 0,- 0,- 0,- 0,- 0,- 0,2,20,
CORDOBA,Cruz del Eje,Las Playas,14028130,- 0,- 0,- 0,1,- 0,- 0,- 0,176,177,
CORDOBA,Cruz del Eje,Los Chañaritos,14028140,- 0,- 0,- 0,1,- 0,- 0,- 0,9,10,
CORDOBA,Cruz del Eje,Media Naranja,14028150,- 0,- 0,- 0,- 0,- 0,- 0,- 0,60,60,
CORDOBA,Cruz del Eje,Paso Viejo,14028160,71,- 0,- 0,- 0,- 0,- 0,- 0,21,92,
CORDOBA,Cruz del Eje,San Marcos Sierra,14028170,- 0,16,- 0,429,- 0,- 0,- 0,199,644,
CORDOBA,Cruz del Eje,Serrezuela,14028180,103,- 0,- 0,10,- 0,- 0,- 0,2,115,
CORDOBA,Cruz del Eje,Tuclame,14028190,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3,
CORDOBA,Cruz del Eje,Villa de Soto,14028200,641,- 0,- 0,341,- 0,2,- 0,293,1.277,
CORDOBA,General Roca,Del Campillo,14035010,1.050,- 0,- 0,- 0,- 0,1,- 0,- 0,1.051,
CORDOBA,General Roca,Hipólito Bouchard,14035030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CORDOBA,General Roca,Huinca Renancó,14035040,572,- 0,1,1.294,- 0,- 0,- 0,1.097,2.964,
CORDOBA,General Roca,ITALÓ,14035050,- 0,- 0,- 0,- 0,171,- 0,- 0,- 0,171,
CORDOBA,General Roca,Nicolás Bruzzone,14035070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,91,91,
CORDOBA,General Roca,PINCÉN,14035090,- 0,- 0,- 0,- 0,9,- 0,- 0,- 0,9,
CORDOBA,General Roca,Villa Huidobro,14035120,- 0,789,10,2,- 0,1,- 0,1.099,1.901,
CORDOBA,General Roca,Villa Valeria,14035140,632,- 0,- 0,- 0,- 0,1,- 0,216,849,
CORDOBA,General Roca,Santa Magdalena (Est. Jovita),14035110,- 0,1.666,- 0,37,- 0,- 0,- 0,82,1.785,
CORDOBA,General San Martín,Arroyo Cabral,14042020,5,393,- 0,2,- 0,1,- 0,276,677,
CORDOBA,General San Martín,Ausonia,14042030,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
CORDOBA,General San Martín,Chazón,14042040,- 0,388,- 0,- 0,- 0,- 0,- 0,- 0,388,
CORDOBA,General San Martín,Etruria,14042050,49,1.231,- 0,- 0,1,1,- 0,- 0,1.282,
CORDOBA,General San Martín,La Laguna,14042060,524,- 0,- 0,- 0,- 0,- 0,- 0,- 0,524,
CORDOBA,General San Martín,La Playosa,14042080,650,- 0,- 0,- 0,- 0,1,- 0,70,721,
CORDOBA,General San Martín,Pasco,14042110,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
CORDOBA,General San Martín,Silvio Pellico,14042130,150,- 0,- 0,- 0,- 0,- 0,- 0,65,215,
CORDOBA,General San Martín,Ticino,14042140,- 0,663,- 0,6,- 0,2,- 0,- 0,671,
CORDOBA,General San Martín,Tío Pujio,14042150,571,- 0,- 0,2,- 0,- 0,- 0,53,626,
CORDOBA,General San Martín,Villa María,14042170,2.542,15.026,- 0,10.541,- 0,1,- 0,2.022,30.132,
CORDOBA,General San Martín,Villa Nueva,14042180,1.324,2.347,- 0,1.001,1,1,- 0,993,5.667,
CORDOBA,General San Martín,Arroyo Algodón,14042010,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
CORDOBA,Ischilín,Chuña,14049030,- 0,- 0,- 0,- 0,- 0,2,- 0,102,104,
CORDOBA,Ischilín,Copacabana,14049040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,12,12,
CORDOBA,Ischilín,Deán Funes,14049050,1.974,1.948,- 0,263,- 0,1,- 0,- 0,4.186,
CORDOBA,Ischilín,Esquina del Alambre,14049060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
CORDOBA,Ischilín,Olivares de San Nicolás,14049090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
CORDOBA,Ischilín,Quilino,14049100,211,- 0,- 0,94,- 0,- 0,- 0,- 0,305,
CORDOBA,Ischilín,Villa Quilino,14049130,- 0,- 0,- 0,36,- 0,- 0,- 0,- 0,36,
CORDOBA,Juárez Celman,Alejandro Roca (Est. Alejandro),14056010,443,- 0,- 0,- 0,- 0,- 0,- 0,235,678,
CORDOBA,Juárez Celman,Bengolea,14056030,- 0,- 0,- 0,269,- 0,- 0,- 0,- 0,269,
CORDOBA,Juárez Celman,Carnerillo,14056040,129,- 0,- 0,505,23,1,- 0,222,880,
CORDOBA,Juárez Celman,Charras,14056050,- 0,- 0,- 0,1,- 0,- 0,- 0,12,13,
CORDOBA,Juárez Celman,General Cabrera,14056070,1.065,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.065,
CORDOBA,Juárez Celman,General Deheza,14056080,10,1.126,- 0,3.464,- 0,- 0,- 0,- 0,4.600,
CORDOBA,Juárez Celman,Huanchillas,14056090,- 0,- 0,- 0,11,- 0,- 0,- 0,- 0,11,
CORDOBA,Juárez Celman,La Carlota,14056100,1.055,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.055,
CORDOBA,Juárez Celman,Los Cisnes,14056110,2,165,- 0,- 0,- 0,- 0,- 0,- 0,167,
CORDOBA,Juárez Celman,Olaeta,14056120,- 0,65,- 0,- 0,- 0,- 0,- 0,- 0,65,
CORDOBA,Juárez Celman,Santa Eufemia,14056150,- 0,587,- 0,- 0,- 0,1,- 0,57,645,
CORDOBA,Juárez Celman,Ucacha,14056160,147,1.747,- 0,1,- 0,- 0,- 0,59,1.954,
CORDOBA,Juárez Celman,Villa Reducción,14056170,- 0,- 0,- 0,- 0,- 0,- 0,- 0,232,232,
CORDOBA,Marcos Juárez,Alejo Ledesma,14063010,- 0,- 0,- 0,1,- 0,3,- 0,79,83,
CORDOBA,Marcos Juárez,Arias,14063020,510,- 0,- 0,- 0,- 0,- 0,- 0,- 0,510,
CORDOBA,Marcos Juárez,Camilo Aldao,14063030,1.157,- 0,- 0,- 0,- 0,1,- 0,- 0,1.158,
